Date,LastTransaction,Max,Min,Avg,%Prom,Amount,BEST,Total
26.8.2024,"3.550,00",,,"3.550,00","0,00",0.0,0,0
23.8.2024,"3.550,00",,,"3.550,00","0,00",0.0,0,0
22.8.2024,"3.550,00",,,"3.550,00","0,00",0.0,0,0
21.8.2024,"3.550,00",,,"3.550,00","0,00",0.0,0,0
20.8.2024,"3.550,00",,,"3.550,00","0,00",0.0,0,0
19.8.2024,"3.550,00",,,"3.550,00","0,00",0.0,0,0
16.8.2024,"3.550,00","3.550,00","3.550,00","3.550,00","0,00",85.0,301.750,301.750
15.8.2024,"3.550,00","3.550,00","3.550,00","3.550,00","-1,83",15.0,53.250,53.250
14.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
13.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
12.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,12.035.000
09.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
08.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
07.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,9.900.000
06.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
05.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
01.8.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
31.7.2024,"3.616,00","3.616,00","3.616,00","3.616,00","0,00",27.0,97.632,97.632
30.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
29.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
26.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
25.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
24.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
23.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
22.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
19.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
18.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
17.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
16.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
15.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
12.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
11.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
10.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
09.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
08.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
05.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
04.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
03.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
02.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
01.7.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
28.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
27.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
26.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
25.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
24.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
20.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
19.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
18.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
17.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
14.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
13.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
12.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
11.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
10.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
07.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
06.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
05.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
04.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
03.6.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
31.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
30.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
29.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
28.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
27.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
23.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
22.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
21.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
20.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
17.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
16.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
15.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
14.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
13.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
10.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
09.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
07.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
02.5.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
30.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
29.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
26.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
25.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
23.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
22.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
19.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
18.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
17.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
16.4.2024,"3.616,00",,,"3.616,00","0,00",0.0,0,0
15.4.2024,"3.616,00","3.616,00","3.616,00","3.616,00","0,33",100.0,361.600,361.600
12.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
11.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
09.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
08.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
05.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
04.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
03.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
02.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
01.4.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
29.3.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
28.3.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
27.3.2024,"3.604,00",,,"3.604,00","0,00",0.0,0,0
26.3.2024,"3.604,00","3.604,00","3.604,00","3.604,00","0,11",14.0,50.456,50.456
25.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
22.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
21.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
20.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
19.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
18.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
15.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
14.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
13.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
12.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
11.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
08.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
07.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
06.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
05.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
04.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
01.3.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
29.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
28.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
27.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
26.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
23.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
22.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
21.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
20.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
19.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
16.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
15.2.2024,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",40.0,144.000,144.000
14.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
13.2.2024,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",49.0,176.400,176.400
12.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
09.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
08.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
07.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
06.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
05.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
02.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
01.2.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
31.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
30.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
29.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
26.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
25.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
24.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
23.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
22.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
18.1.2024,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",63.0,226.800,226.800
17.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
16.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
15.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
12.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
11.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
10.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
09.1.2024,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",50.0,180.000,180.000
05.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
04.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
03.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
02.1.2024,"3.600,00",,,"3.600,00","0,00",0.0,0,0
28.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
27.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
26.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
25.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
22.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
21.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
20.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
19.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
18.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
15.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
14.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
13.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
12.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
11.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
07.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
06.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
05.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
04.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
01.12.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
30.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
29.11.2023,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",78.0,280.800,280.800
28.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
27.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
24.11.2023,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",100.0,360.000,360.000
23.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
22.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
21.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
20.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
17.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
16.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
15.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
14.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
13.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
10.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
09.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
08.11.2023,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",207.0,745.200,745.200
07.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
06.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
03.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
02.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
01.11.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
31.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
30.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
27.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
26.10.2023,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",45.0,162.000,162.000
25.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
24.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
20.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
19.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
18.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
17.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
16.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
13.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
12.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
10.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
09.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
06.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
05.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
04.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
03.10.2023,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",200.0,720.000,7.582.800
02.10.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,5.023.200
29.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
28.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
27.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
26.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
25.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
22.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
21.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
20.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
19.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
18.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,21.658.320
15.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
14.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
13.9.2023,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",19.0,68.400,68.400
12.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
11.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
07.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
06.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
05.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
04.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
01.9.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
31.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
30.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
29.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
25.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
24.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
23.8.2023,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",1.0,3.600,3.600
22.8.2023,"3.600,00","3.600,00","3.600,00","3.600,00","0,00",13.0,46.800,46.800
21.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
18.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
17.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
16.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
15.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
14.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
11.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
10.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
09.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
08.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
07.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
04.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
03.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
01.8.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
31.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
28.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
27.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
26.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
25.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
24.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
21.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
20.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
19.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
18.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
17.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
14.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
13.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
12.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
11.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
10.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
07.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
06.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
05.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
04.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
03.7.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,7.053.680
30.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
29.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
28.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
27.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
26.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
23.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
22.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
21.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
20.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
19.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
16.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
15.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,5.268.800
14.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
13.6.2023,"3.600,00",,,"3.600,00","0,00",0.0,0,0
12.6.2023,"3.600,00","3.600,00","3.600,00","3.600,00","-0,17",40.0,144.000,144.000
09.6.2023,"3.606,00",,,"3.606,00","0,00",0.0,0,0
08.6.2023,"3.606,00",,,"3.606,00","0,00",0.0,0,0
07.6.2023,"3.606,00","3.606,00","3.606,00","3.606,00","-2,59",9.0,32.454,5.111.814
06.6.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
05.6.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
01.6.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
31.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
30.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
29.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,20.153.448
26.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
25.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
23.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
22.5.2023,"3.702,00","3.702,00","3.702,00","3.702,00","0,00",20.0,74.040,74.040
19.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
18.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
17.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
16.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
15.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
12.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
11.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
10.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
09.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
08.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
05.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
04.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
03.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
02.5.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
28.4.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
27.4.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
26.4.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
25.4.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
24.4.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
20.4.2023,"3.702,00",,,"3.702,00","0,00",0.0,0,0
19.4.2023,"3.702,00","3.702,00","3.702,00","3.702,00","2,52",45.0,166.590,166.590
18.4.2023,"3.611,00",,,"3.611,00","0,00",0.0,0,0
13.4.2023,"3.611,00",,,"3.611,00","0,00",0.0,0,0
12.4.2023,"3.611,00",,,"3.611,00","0,00",0.0,0,0
11.4.2023,"3.611,00",,,"3.611,00","0,00",0.0,0,0
